Language;Hash;Sentence;Context
en_US;63d23141d6ec79fefd3b2ee234fccd51;{product count} products;In the phrase: "{name1} and {name2} wished for {product count products} on {megusta.do}."
en_US;641f44fc53399b33a7c5a551df87eaae;Is thinking about {product1}.;
en_US;64369aa616472673d9fc17641bc8e03b;{name1} wished for a product on {megusta.do}.;
en_US;64688a1c023e086483c690439c7b805c;{product count} other products;In the phrase: "{name1} loved {product1} and {product count other products} on {megusta.do}."
en_US;64d89ec7b692efbf0cf25b8d36e118a5;{number} others had this. Be the first of your friends.;
en_US;656223afd17af0b2942678f12931aa85;{number} others wanted this.;
en_US;6585863991f4459ca7348839df59dac4;You and {number} others thought about this.;
en_US;65fc84f1906ea2414aa52663ac228614;{product count} products;In the phrase: "{name1} and {name count others} are suggesting {product count products} on {megusta.do}."
en_US;66520aaedcdd9467e09def92f245e1ce;{name} sent you {=[count] products}.;
en_US;667cde08497485b819c5c73e66fddff4;{name1} and {name count others} sent you {=[count] contents and other requests}.;
en_US;675ac1493f6bc3901164134c8996b3bc;1 content;In the phrase: "{=1 content} asked for by {name}"
en_US;678196e325635cb33b7b98aa225b87af;products {name} had;
en_US;67c66465705f79bc16b44515adebb8ef;{name1} and {name count others} are having a product on {megusta.do}.;
en_US;6808f39bcc265ca3a4d5597067da13f2;{name count} others;In the phrase: "{name1} and {name count others} loved a product on {megusta.do}."
en_US;6816a8e074750530f71e6de56039c38f;{name1} and {name count others} had {product1} on {megusta.do}.;
en_US;691a1feda396e5c925267d9121d2a463;{name1} wished for {product count products} on {megusta.do}.;
en_US;69313140cbc6591add189bc7ad0f4885;{product count} other products;In the phrase: "{name1} and {name count others} are loving {product1} and {product count other products} on {megusta.do}."
en_US;6a00d00a52dadfc215c3bcc5f6c53979;{name count} others;In the phrase: "{name1} and {name count others} are wanting {product1} and {product count other products} on {megusta.do}."
en_US;6aaeba44b6f8817def7f40f6b1cb6e73;{name count} others;In the phrase: "{name1} and {name count others} are loving a product on {megusta.do}."
en_US;6b44df50f3fec2be9484cf09c14c445f;{count} products;In the phrase: "{=[count] products} sent by {name}"
en_US;6b5f9b22bd7fc74dbddfa6ba6387fbc7;{number} others thought about this. Be the first of your friends.;
en_US;6b99e2e493d96a72bd820da7ed78f4df;{name1} and {name2} are suggesting a product on {megusta.do}.;
en_US;6c16d0410a0b8ee3dc1519f031da79c7;{name1} and {name count others} suggested a product on {megusta.do}.;
en_US;6c2ff54b88493b8233b2dc4a9e20b763;{name} asked you for {=[count] contents}.;
en_US;6c5f269ceb1833299869dd3fffb6fd88;{name1} and {name2} asked you for {=a product and other requests}.;
en_US;6da031546431cb4fe2adb3a60f81fc54;{name} sent you {=[count] products and other requests}.;
en_US;6eda829973b298b9fc32f06858464634;{name} thought about a product.;
en_US;6ee4dc90d6419d68afcca76f0c2bc154;a product {name} had;
en_US;6f2f4dccb620627cbda848163bcc085b;{name} is wishing for {number} products on {application}.;
en_US;700dee5c36d91f1005bda222415ee173;{name count} others;In the phrase: "{name1} and {name count others} are wanting {product1} on {megusta.do}."
en_US;70956f8df47c001b96f30397161c33cd;{name count} others;In the phrase: "{name1} and {name count others} are having {product1} and {product2} on {megusta.do}."
en_US;709a23d871704bf3e4d3d2211a4c2a84;{product count} other products;In the phrase: "{name1} and {name2} are wishing for {product1} and {product count other products} on {megusta.do}."
en_US;71517b8f5fe67f966ab137691755ef1f;You and {name count} others had this.;
en_US;71a74ba7c4c0b8a4eb0e4f0347cd1703;{name1} and {name count others} asked you for {=[count] products}.;
en_US;72a18184188f333235dbda9315bab2f1;{product count} other products;In the phrase: "{name1} and {name count others} are wanting {product1} and {product count other products} on {megusta.do}."
en_US;7340badec2a4140677893cc6b23cc2b1;{name count} others;In the phrase: "{name1} and {name count others} are having {product1} and {product count other products} on {megusta.do}."
en_US;73d82641d2f33f0a170a0e935e1e4759;{=[count] products} sent by {name};item (e.g gift, ticket) that user gives to you in apps or games
en_US;74aaafe34665e6709effe22548ab488d;{name1} wanted {product1} and {product count other products} on {megusta.do}.;
en_US;758dccbaa423c7d080e18356f248be2b;{name1} and {name count others} asked you for {=[count] products and other requests}.;
en_US;759a3524de31ee027835e447466d7eb8;{count} products and other requests;In the phrase: "{name1} and {name count others} sent you {=[count] products and other requests}."
en_US;75a8f6ea3dae93bac974ad3e5e4c6147;{product count} products;In the phrase: "{name1} and {name count others} are having {product count products} on {megusta.do}."
en_US;764b58cce29f2a5557c8d53104d1b564;{name1} loved {product count products} on {megusta.do}.;
en_US;764f61fbda205d9a6e60df54219db5ad;{product count} products;In the phrase: "{name1} is loving {product count products} on {megusta.do}."
en_US;76a4fa7fb9ca9d45581a13d7ad5f6b7a;{name} is thinking about {number} products on {application}.;
en_US;777404ae077cc77d0b43956863c9b7fb;a content;In the phrase: "{name} sent you {=a content}:"
en_US;778f7c298a7fd3d02404769a491fc15f;{name1} and {name2} wished for this.;
en_US;785ec38926bc95cf39691dd882387b5c;Loved {product1}.;
en_US;78801609494444c01660f2c69be7be6f;{name count} others;In the phrase: "{name1} and {name count others} sent you {=a content and other requests}."
en_US;7a71764b072a767e8f4a68c6fb13d2e4;{name1} and {name count others} are wishing for {product1} and {product2} on {megusta.do}.;
en_US;7ac15c176afdc2bb826094dd1d8c63db;{name1} and {name2} are having {product1} and {product2} on {megusta.do}.;
en_US;7ae4539f819f7f71cf53d6bda1a5953e;{name1} is loving {product1} and {product count other products} on {megusta.do}.;
en_US;7af7e9f8fd810d94f9ed8890c67cf058;{product count} products;In the phrase: "{name1} had {product count products} on {megusta.do}."
en_US;7b51bedf559bcd323cbd55d1e0dd0793;You and {number} others wished for this.;
en_US;7b7e015f904883929951daa183ebc5fb;{name1} and {name count} others had this.;
en_US;7b93b966c523f032822224c32e4c45b5;a product and other requests;In the phrase: "{name1} and {name2} asked you for {=a product and other requests}."
en_US;7bd8d3e0fbcb6a6111ecf3ad58eb89b6;{name1} and {name2} asked you for {=[count] contents}.;
en_US;7c8f35f58105ba43c77b054cc21a3bd8;{name1} and {name2} wanted {product1} on {megusta.do}.;
en_US;7c9c0091df23d979903afb3c9bdcdfea;You and {name count} others thought about this.;
en_US;7ce394f0f2d6c57fbd8f16e3431edd11;{name} is having {number} products.;
en_US;7d604dd07350912c485a4a3d0528d0f6;{name} is wishing for a product.;
en_US;7d84a06c1544833c94e4de191f6a8185;{name1} and {name2} wished for a product on {megusta.do}.;
en_US;7e457aa1a2848a4f2c36cbc44476ff73;You wanted this.;
en_US;7e6b5972bfe571ba38d9f6b7addb0279;{name1} and {name2} are having a product on {megusta.do}.;
en_US;800b2981b09037a3dd73e5dd02e4f002;{name1} is wishing for {product1} and {product count other products} on {megusta.do}.;
en_US;8096d0c8339804034bfdf9f91d0d1f91;You had this.;
en_US;80da9d764aafaf8dec9f1dd0f3e7c142;{name1} and {name2} thought about {product1} and {product count other products} on {megusta.do}.;
en_US;814b9262c74550174ecc787a0c8244dd;{name1} and {name2} are suggesting {product1} and {product count other products} on {megusta.do}.;
en_US;8154b6a86a8d707bb44b649fb51092c9;{name1} thought about {product1} on {megusta.do}.;
en_US;815687e2a82559e5a5c036f2a2bf137f;{name count} others;In the phrase: "{name1} and {name count others} are wanting a product on {megusta.do}."
en_US;8163ced723d2e5f270df2b0070346370;1 other thought about this.;
en_US;820db0485933c556310c5a81244e1dd3;{name} is loving {number} products on {application}.;
en_US;82864d00e27bae17e086c98ae09acdce;{count} contents and other requests;In the phrase: "{name1} and {name count others} asked you for {=[count] contents and other requests}."
en_US;82ca796a12785692515c97576eaa2d9f;{name1} and {name2} are wishing for {product count products} on {megusta.do}.;
en_US;836045b3cd6f6cd2b341a4eede962936;{name1} and {name count others} loved {product1} and {product2} on {megusta.do}.;
en_US;83aac996a9bb3b295c3cb199fa873550;{name1} is having a product on {megusta.do}.;
en_US;83ae0290f0e32262383c211478e56a51;1 other wished for this. Be the first of your friends.;
en_US;853f06cf58169269aa5956a1d02a00bc;{name count} others;In the phrase: "{name1} and {name count others} are wishing for {product count products} on {megusta.do}."
en_US;8550764c94ce24939465fcd77e9565ea;{name1} had {product1} on {megusta.do}.;
en_US;85ded840e388d47ca7640d3337100dad;products they wanted;
en_US;8640f1f401ac0400f2a0ab473c2f1bd8;{product count} products;In the phrase: "{name1} and {name2} had {product count products} on {megusta.do}."
en_US;866de026f25fb93c44ba7cdbe33d5419;{product count} products;In the phrase: "{name1} and {name2} wanted {product count products} on {megusta.do}."
en_US;86c645ac23b224d6ff08ebffb696b94d;Wanted {product1} on {megusta.do}.;
en_US;87a07a47c78494baf856ad9856dd8502;{name} asked you for {=a product and other requests}.;
en_US;87add725db63a064ff0aa2641d73d465;{name1} wanted {product count products} on {megusta.do}.;
en_US;8889b5210a5376048d3d271b4c0d56f5;{product count} products;In the phrase: "{name1} and {name count others} wanted {product count products} on {megusta.do}."
en_US;889e121f5bcc16f327016faae31846b7;{name1} and {name2} are loving {product count products} on {megusta.do}.;
en_US;88bf56130184da45fcfe150d960937d8;{name1} and {name2} wished for {product count products} on {megusta.do}.;
en_US;894d70ba94c22e78e4996c280cf8ef67;{product count} products;In the phrase: "{name1} and {name count others} are wishing for {product count products} on {megusta.do}."
en_US;89a4fec6e265907217e32c00b1c98477;{name count} others;In the phrase: "{name1} and {name count others} thought about {product count products} on {megusta.do}."
en_US;89d8f99c51b7a220e718f32756dfb9c7;{name count} others;In the phrase: "{name1} and {name count others} wanted {product1} and {product2} on {megusta.do}."
en_US;8a674f6b726cc77ee423cb0296fed281;{name1} and {name2} asked you for {=a content and other requests}.;
en_US;8a87a2afb44990803234b78802bc5de6;{product count} products;In the phrase: "{name1} is having {product count products} on {megusta.do}."
en_US;8ac9f16b1e84fba43256ba6fd387d9bd;{name1} and {name count others} loved {product1} on {megusta.do}.;
en_US;8acba4630f44d0565fffa79d155b1815;1 product;In the phrase: "{=1 product} asked for by {name}"
en_US;8adaf9d2a4ca45d96fc9db6febd2eac7;Is suggesting {product1} on {megusta.do}.;
en_US;8b703d28f09cbc1286809b8d8be5627a;{name count} others;In the phrase: "{name1} and {name count others} are having a product on {megusta.do}."
en_US;8b7dcc942a5ff5ea934473f72989d0da;{name count} others;In the phrase: "{name1} and {name count others} are wishing for a product on {megusta.do}."
en_US;8bd5ade6be00016e8f8c63af05205d7f;{product count} other products;In the phrase: "{name1} and {name2} loved {product1} and {product count other products} on {megusta.do}."
en_US;8c1ab134fe3c625f40699dc545e22eda;{count} contents;In the phrase: "{name1} and {name count others} asked you for {=[count] contents}."
en_US;8c5c3afcf91ed4e2236784ba8bfa2c4f;{name1} and {name count others} asked you for {=[count] contents and other requests}.;
en_US;8c71fd4c541e00447e95b87f4837f9b5;{=[count] contents} asked for by {name};item (e.g gift, ticket) that user gives to you in apps or games
en_US;8c85ee8f593c5d3af936f32ab42ab699;{name1} and {name2} are suggesting {product1} and {product2} on {megusta.do}.;
en_US;8d0bcffbb3f42f00390d3c12a4471158;{name1} and {name2} are wishing for {product1} and {product2} on {megusta.do}.;
en_US;8d4444d0b7233935c29c706293cd83f1;{count} contents and other requests;In the phrase: "{name} asked you for {=[count] contents and other requests}."
en_US;8d4adcc80c176cd71808318c0d7262f7;{name1} and {name count others} are wanting {product count products} on {megusta.do}.;
en_US;8dae3fa3a38fb91d3e4a2b4f25002fdb;{name1} and {name2} loved {product1} on {megusta.do}.;
en_US;8de6570990377ac540fcabfd8a031570;a product you thought about;
en_US;8e080bfdc2fbcbf9eb45c5274d2be55d;Thought about {product1} on {megusta.do}.;
en_US;8e4a8ed998c82a7d3cd6411a6dbb5924;{count} contents;In the phrase: "{name1} and {name count others} sent you {=[count] contents}."
en_US;8e5780ca715aa14e25df19a9fee3d6e6;products {name} wanted;
en_US;8f1c9c04eab59d1c81025278843f276b;{name} is loving a product on {application}.;
en_US;8f38bbd87a4019fe311e893d3467de61;{name1} and {name count others} are suggesting {product1} and {product2} on {megusta.do}.;
en_US;8f510aeca2fd05b5d00e26048e0743f8;{name count} others;In the phrase: "{name1} and {name count others} are suggesting {product count products} on {megusta.do}."
en_US;8f84ff75b2cf7e70a0357918feb196aa;your content;
en_US;910110b9bba832598a1285c2321069ba;{name1} and {name2} wanted a product on {megusta.do}.;
en_US;91233e2bbdfe0b043b93a733e6833b11;{count} contents;In the phrase: "{name} asked you for {=[count] contents}."
en_US;9135f9493ed59e671239ae8df2ff92d5;{name1} is having {product count products} on {megusta.do}.;
en_US;917faa164856c6acdca6b1a2278931a6;{name1} and {name count others} are loving {product1} and {product2} on {megusta.do}.;
en_US;91acda74b6ee3b223fe0aa66264b5ed6;{name} wanted a product for birthday ({birthday}).;
en_US;920608e490c45b1a0e2d78a9766ce0f9;{product count} products;In the phrase: "{name1} and {name2} are suggesting {product count products} on {megusta.do}."
en_US;9235e5d36aac30fc84b1487989bbfb36;{name} thought about {number} products on {application}.;
en_US;92c40368d6094a3fc48acc37c1786463;{name1} and {name count others} suggested {product1} and {product count other products} on {megusta.do}.;
en_US;92cbf569ec557cee530aea59bd56ebfe;{name1} wanted {product1} and {product2} on {megusta.do}.;
en_US;934c6f973dd21f89508c5d89499de3aa;You and 1 other had this.;
en_US;935c3dcbaba67fc6028262a2ca58d434;a product they wanted;
en_US;93a5d55fb55e7b3d9a25b25f9c254d1d;{name1} and {name count others} are loving {product count products} on {megusta.do}.;
en_US;948a99764874239767de982d334f250e;{name1} and {name2} are thinking about {product1} on {megusta.do}.;
en_US;949dd57d5c38e2685d5504728feb6079;1 other suggested this.;
en_US;9585ab40aa51aac3d6ed1717f8e06246;{name1} thought about {product1} and {product count other products} on {megusta.do}.;
en_US;95927ddd84da27bc413a2253d476ed11;{name1} wanted {product count products} for birthday ({birthday}) on {megusta.do}.;
en_US;95bb6cbd0cae09687593c0ba0151059c;{name1} and {name count others} are thinking about a product on {megusta.do}.;
en_US;95d8f636e2c8c707cba0f9a4ec9b0fa4;{name1} and {name2} had {product1} and {product count other products} on {megusta.do}.;
en_US;968ce4a3128fcbe0468bdcd7197bc87d;a product they loved;
en_US;96df73cbf6b1684af0960ba778fc3fb2;{name count} others;In the phrase: "{name1} and {name count others} are wishing for {product1} on {megusta.do}."
en_US;97234a20e0ef8f58de1baabdd46e642b;{name1} is having {product1} on {megusta.do}.;
en_US;9808e9c7d458ef6041908ceae3c9c50c;{product count} other products;In the phrase: "{name1} and {name2} wished for {product1} and {product count other products} on {megusta.do}."
en_US;98259cd3d0c2b9430f7652e08b8a858e;a product they had;
en_US;985514c0ff4f2b10e1eceac9f2c701a0;{count} products;In the phrase: "{name1} and {name count others} sent you {=[count] products}."
en_US;98b340bf38b44869318ad863e963c763;{product count} products;In the phrase: "{name1} and {name count others} are wanting {product count products} on {megusta.do}."
en_US;9904f33ca536aff87720369ffbe7ab6e;{name} wanted a product for birthday ({birthday}) on {application}.;
en_US;993763cb531edf00d729809875ae5e59;You thought about this.;
en_US;994e15cc77c2b511618570734daaad77;{product count} other products;In the phrase: "{name1} and {name count others} wanted {product1} and {product count other products} on {megusta.do}."
en_US;99b5075341c9e0057aad6129b1a13841;{name count} others;In the phrase: "{name1} and {name count others} suggested a product on {megusta.do}."
en_US;9a3cc16c2bda4267f2f43f787393190c;{number} others suggested this. Be the first of your friends.;
en_US;9aa60a8279553bf28a9514e36dc91de6;a content;In the phrase: "{name} asked you for {=a content}:"
en_US;9aba9ac93b876e2c093bdd26b7ba6549;products {name} suggested;
en_US;9b3e6de9e7abbee2153707b05bf7c4a7;Had {product1} on {megusta.do}.;
en_US;9b4c9ffbc2b226a658f3a19d604952d9;{product count} products;In the phrase: "{name1} and {name2} loved {product count products} on {megusta.do}."
en_US;9b815a93e211486191b34c2dca7ee979;{name1} and {name2} are wanting a product on {megusta.do}.;
en_US;9baf34019d4a33f85b4de25d3e6f2aa1;{name count} others;In the phrase: "{name1} and {name count others} asked you for {=[count] products and other requests}."
en_US;9c0b14dc9983bcfb185d060bd33e251d;{name1} and {name count others} wanted {product count products} on {megusta.do}.;
en_US;9c4e83e6daccb3515aa7335d03373f1c;{number} others wanted this. Be the first of your friends.;
en_US;9c57990289cf4e0156f48f22dd45b751;{product count} other products;In the phrase: "{name1} and {name count others} are thinking about {product1} and {product count other products} on {megusta.do}."
en_US;9cd48748829e2500fe248f645309e4e8;{name count} others;In the phrase: "{name1} and {name count others} had a product on {megusta.do}."
en_US;9d2eeffe44e86997c5a40c14c1bfb634;a product and other requests;In the phrase: "{name1} and {name count others} sent you {=a product and other requests}."
en_US;9d608c59952ad948214a6b4a66cc69f6;{name count} others;In the phrase: "{name1} and {name count others} are suggesting {product1} on {megusta.do}."
en_US;9de0026d4765a30eea868887ff802e03;{name count} others;In the phrase: "{name1} and {name count others} are suggesting a product on {megusta.do}."
en_US;9df0fbba6659182c9922f976ed8c3d5d;{name count} others;In the phrase: "{name1} and {name count others} asked you for {=a content}."
en_US;9e7a7f9b2a8159a9d5b35bf5b99b4b5c;{number} others thought about this.;
en_US;9e9c10f5b943a923e9c1b6a263c49977;1 other had this. Be the first of your friends.;
en_US;9f23976aa4da9302239b6d5c03a26a66;a product {name} loved;
en_US;9f847e2f408a183c82082f3910f5ed76;{=[count] contents} sent by {name};item (e.g gift, ticket) that user gives to you in apps or games
en_US;a0a2c1628cb2111d28ee6886bd8ef331;1 other had this.;
en_US;a16a758cdb540468464cf99ce8e416d0;a product;In the phrase: "{name} asked you for {=a product}."
en_US;a234e2cb082a4779270fc1e4ef416a87;You and {name1} wished for this.;
en_US;a23f56485d031634ef317bfe68972c1e;{product count} other products;In the phrase: "{name1} and {name2} are having {product1} and {product count other products} on {megusta.do}."
en_US;a270473a2e1494981bf6b8aea20fbbd0;{name} wanted {number} products on {application}.;
en_US;a2d4388446d557c4a4eeefaaf21cc9ef;{name1} thought about this.;
en_US;a36de127a5439ba37ba735cee26c9efc;a product;In the phrase: "{name} sent you {=a product}:"
en_US;a3951d21e36ba9a30aa44771c28e5a89;{name1} and {name count others} suggested {product count products} on {megusta.do}.;
en_US;a40f7def02785dcf57fc4f0add215497;{name count} others;In the phrase: "{name1} and {name count others} asked you for {=[count] products}."
en_US;a5b782a302e556b54e19232ab44565df;{name1} and {name2} thought about this.;
en_US;a6dc333dcdc358490f05d2de31834a0f;{name} had {number} products on {application}.;
en_US;a6f1045de80c2ce49b04dbee5f54da1a;{name1} and {name2} sent you {=[count] contents}.;
en_US;a6ff0d0995ff61bbe9384d0a3b6e599e;{name1} and {name2} suggested {product1} and {product count other products} on {megusta.do}.;
en_US;a72ae5500db8bf00d680cfeedb015d68;{name1} and {name count others} are suggesting {product1} on {megusta.do}.;
en_US;a76718c1b2e32fbe7d7854dec191c508;{name1} and {name count others} wished for {product1} and {product count other products} on {megusta.do}.;
en_US;a7e9548fff1038016ab8d5655bac0f71;You suggested this.;
en_US;a81064c4e33ac47b99d9a8b15ae68815;{product count} other products;In the phrase: "{name1} and {name count others} are having {product1} and {product count other products} on {megusta.do}."
en_US;a85bec052ee1606da3acb95680d71210;{name} wanted a product on {application}.;
en_US;a883631056d2e3005417610e72f5a443;{name1} is having {product1} and {product2} on {megusta.do}.;
en_US;a8cb708a2a8a7d405b57c70c0115e25c;{name1} is wanting {product1} on {megusta.do}.;
en_US;a90bacb47bd66c9a86f27d7cf2bff8c3;1 other wanted this. Be the first of your friends.;
en_US;a9f9feae17e3dac69cdd0ba9d0909bcb;{name1} and {name count others} are having {product1} on {megusta.do}.;
en_US;aa0358b9ea833a62e90005626e612265;{name1} had {product count products} on {megusta.do}.;
en_US;aaab777eeca0144e5c0d8a00e8073d68;{name} suggested {number} products.;
en_US;aaf4c309f9961c3ca2e4475eada2565f;Is wanting {product1} on {megusta.do}.;
en_US;ab22e6df521919b24251d6fca15e19e8;{product count} products;In the phrase: "{name1} is wanting {product count products} on {megusta.do}."
en_US;ab326b5a4c13a85accc9fc14a25bbc29;{name1} and {name2} wanted {product1} and {product count other products} on {megusta.do}.;
en_US;ab578086ac6e8247ea7b1bf790f89a49;a product she wanted;
en_US;ab8fabc6c4941b4c1841f6491748477e;{name1} loved {product1} and {product2} on {megusta.do}.;
en_US;abad889f856ea19e124da1123613e71a;{name1} and {name count others} wanted {product1} and {product2} on {megusta.do}.;
en_US;abea197da15d3026f2eea9337662c6f0;{number} others wished for this.;
en_US;ac7ca09c15856c98c4824689f109b64a;a product;In the phrase: "{name} asked you for {=a product}:"
en_US;ad2ee03d5e30db530769088415cd493c;{product count} other products;In the phrase: "{name1} had {product1} and {product count other products} on {megusta.do}."
en_US;ad56f17f94e566614748aad3ac52c055;You and {name1} had this.;
en_US;ad7214454c34a75e6941593c74593921;{name count} others;In the phrase: "{name1} and {name count others} are thinking about {product1} and {product2} on {megusta.do}."
en_US;adfad26b0a140a5c220c2bf25bc0b0ba;{name1} and {name count others} thought about a product on {megusta.do}.;
en_US;adfc5c9a5d3ef3a3651ce77aa6b40439;{name1} and {name2} asked you for {=a product}.;
en_US;ae65953db05a1a35d3fdf6441e34567c;{name1} is wanting {product1} and {product count other products} on {megusta.do}.;
en_US;ae6b3f8bed7ef10fd2a7370af02822bd;{name1} and {name count others} sent you {=[count] products and other requests}.;
en_US;aeb2266046008e9997afdab6892b1c13;{name1} is having {product1} and {product count other products} on {megusta.do}.;
en_US;aec38d52fe96dcb32076332dd46d0477;You and {name count} others loved this.;
en_US;af391c0412e0bb68c204e56e22f6c35a;a product;In the phrase: "{name1} and {name count others} sent you {=a product}."
en_US;af3aca21a362baa6db713c67b149b7ee;{product count} products;In the phrase: "{name1} and {name2} suggested {product count products} on {megusta.do}."
en_US;afac61d93b9c3d08b9fd4e15a6ba3496;{name} asked you for {=a product}:;preview of item that user gives to you in apprequest
en_US;afdafefe9b92d5700f8ea7b9d6ad68a9;a content and other requests;In the phrase: "{name1} and {name count others} asked you for {=a content and other requests}."
en_US;b02056d217a3e0860488a4600ee3d5bf;{name} asked you for {=a content and other requests}.;
en_US;b0378808f76d709194bb8c5d38fa318e;{name count} others;In the phrase: "{name1} and {name count others} are wishing for {product1} and {product2} on {megusta.do}."
en_US;b07ff36212010b6e24dfee8b2a5cf7e9;{name} is thinking about {number} products.;
en_US;b1db86224e6158180e7325df62d1aadc;{product count} other products;In the phrase: "{name1} is wanting {product1} and {product count other products} on {megusta.do}."
en_US;b256617791f1803e884e7c51f971ff4e;{name} is loving a product.;
en_US;b3893ee11ea461aa7280cbe00cc4056c;{name count} others;In the phrase: "{name1} and {name count others} are wanting {product1} and {product2} on {megusta.do}."
en_US;b3ed229b201cf0142a62f82ed13597ca;{name1} and {name2} are having {product1} on {megusta.do}.;
en_US;b40525e77ea73f2f08e0ceaca6d33197;You and 1 other wished for this.;
en_US;b53117683b2cc76696b602fe4ee22e1f;{name1} and {name2} sent you {=[count] contents and other requests}.;
en_US;b54df23e425651bb00634a44dc5507a0;{name count} others;In the phrase: "{name1} and {name count others} are wishing for {product1} and {product count other products} on {megusta.do}."
en_US;b557e417f823ea1dbf611fd07900926f;You and {name count} others wanted this.;
en_US;b593b69d86bb66c330e35bc80310bb2c;a content and other requests;In the phrase: "{name} asked you for {=a content and other requests}."
en_US;b66e30a32565985ff556bb28c8bc6ea2;{product count} products;In the phrase: "{name1} and {name count others} thought about {product count products} on {megusta.do}."
en_US;b736df75e15004a0bd50aaa7d2045ca4;{name count} others;In the phrase: "{name1} and {name count others} suggested {product1} and {product count other products} on {megusta.do}."
en_US;b7c544a5762c2e27ef2f5a7ef1f50b84;{count} contents;In the phrase: "{name1} and {name2} sent you {=[count] contents}."
en_US;b7cb898c0958ec720182ddba72b08e32;Loved {product1} on {megusta.do}.;
en_US;b81db77e961adbb5313186788aef01aa;Suggested {product1} on {megusta.do}.;
en_US;b838cd487a7857cccb5a6b43fe092b06;a product;In the phrase: "{name1} and {name2} asked you for {=a product}."
en_US;b8ad2afa630868657dafbb3d0e7a4bea;{name1} and {name count others} are having {product1} and {product2} on {megusta.do}.;
en_US;b92f21c7ca1be2f66b50ed0041680d1f;{name1} is suggesting {product1} and {product2} on {megusta.do}.;
en_US;b947c36dbf4d014b28149c96711b787b;products you loved;
en_US;b99a438524e5c179d3955ab8d75e1b1e;{product count} products;In the phrase: "{name1} and {name count others} are loving {product count products} on {megusta.do}."
en_US;b9d5967e7d5dbc44ae0648654557f3e6;products she thought about;
en_US;b9ef14bba9f6e95a4b32c8c3704e2276;{name} suggested a product on {application}.;
en_US;ba32d1c738f51c39f3bab4270483f971;{name count} others;In the phrase: "{name1} and {name count others} are suggesting {product1} and {product count other products} on {megusta.do}."
en_US;ba49b822eca25735098bda5d012b510c;{name count} others;In the phrase: "{name1} and {name count others} had {product1} and {product2} on {megusta.do}."
en_US;badb80a06301b47a14b91f95f2fc1642;{name1} suggested this.;
en_US;bb5e63e8a96fae28330d0d5edb23ab1a;{name1} had {product1} and {product2} on {megusta.do}.;
en_US;bc160c0c6044e53485d99f92d751d5dc;{name1} thought about a product on {megusta.do}.;
en_US;bc3edfdb026e3e62bc1f98baf5e6f81a;{name1} wanted this.;
en_US;bcc7121edae13eb72f68982fcd8bf8a6;{name} wanted a product.;
en_US;bd56df593d1c3db4aa6cfeced8c1115f;1 other loved this.;
en_US;bd753f7a278b8684627c010c8cafacf2;Wished for {product1}.;
en_US;bdb690d5fd762f8c1b3caf211410910d;{name} sent you {=a product}.;
en_US;bf10a9df708b8bdafbfd53bc8f2b0cae;products they loved;
en_US;bf3c51e702fae853032d94b672ef8f40;{name1} is thinking about {product1} and {product count other products} on {megusta.do}.;
en_US;bfa0be07375af4c2e0039959f0fb45f2;Add your products to your timeline.;
en_US;c019874b6d889e5ad3b169ad1e2056c5;{name} wished for a product.;
en_US;c0a1fc4634111248c4088c1432f14f15;a content;In the phrase: "{name1} and {name2} sent you {=a content}."
en_US;c12248634102b8d82e867ddf82a67224;{count} contents;In the phrase: "{name1} and {name2} asked you for {=[count] contents}."
en_US;c1aba7a9ed58fe726f2735b688a0fa02;{number} others suggested this.;
en_US;c2011635121dac87b4b0b0cd1a33462a;a product you wanted;
en_US;c2085a9a90659877892b0fa217229fa1;{count} products and other requests;In the phrase: "{name1} and {name count others} asked you for {=[count] products and other requests}."
en_US;c235207321968111f79f470d217d04b6;{name1} and {name2} are thinking about {product1} and {product2} on {megusta.do}.;
en_US;c2bffadf48ccc0522a25155dc5fcc28e;{name count} others;In the phrase: "{name1} and {name count others} thought about a product on {megusta.do}."
en_US;c314006f8e772f836d655c11481ad418;{name1} thought about {product1} and {product2} on {megusta.do}.;
en_US;c4041402d4a26f4f10880953599f6363;products he loved;
en_US;c4f392c40e9acc895eb35f285005e5b8;{name1} wanted {product1}.;
en_US;c4f608bdd98c642a35ddb4681fda4a6c;{count} contents and other requests;In the phrase: "{name} sent you {=[count] contents and other requests}."
en_US;c54977303384dc4159ec1955721961a2;{=1 product} sent by {name};item (e.g gift, ticket) that user gives to you in apps or games
en_US;c64c1d9d3057fe2587c54eba20487205;{name1} and {name count others} asked you for {=[count] contents}.;
en_US;c64d8b71b07289473955facd110e6e3c;{count} contents and other requests;In the phrase: "{name1} and {name2} sent you {=[count] contents and other requests}."
en_US;c66fb478e0287da2027e15a3b4d900e7;{name1} and {name2} sent you {=a content}.;
en_US;c673226e58fcb4147a59f1c6b9ab6b25;{name} wanted {number} products for birthday ({birthday}) on {application}.;
en_US;c69b2f383998f6042ff70a6b18c0b73a;a product {name} wished for;
en_US;c6bb51802a5a085f45b1f28e0b5400b6;{name1} and {name count others} thought about {product1} on {megusta.do}.;
en_US;c72f4791dcd338484aff0d2dff621c7a;{product count} other products;In the phrase: "{name1} and {name2} wanted {product1} and {product count other products} on {megusta.do}."
en_US;c74e35339e477c0dbe9fb3ca52cd841d;{name1} had {product1}.;
en_US;c7ddcd17cd43da14f5bbb361f8aa8d6d;You loved this.;
